timestamp,cpu_temp_C,cpu_freq_MHz,throttled,cdsp_state,cdsp_processing_load,cdsp_buffer_level,cdsp_clipped,cdsp_cpu_pct,reaper_cpu_pct,pipewire_cpu_pct,mem_used_MB,mem_available_MB
2026-03-08T17:56:32+01:00,72.0,1500,0x0,ProcessingState.RUNNING,16.66,949,0,24.00,0.00,0.00,1349,2447
2026-03-08T17:56:43+01:00,72.0,1500,0x0,ProcessingState.RUNNING,19.60,951,0,23.00,0.00,0.00,1349,2447
2026-03-08T17:56:54+01:00,71.5,1500,0x0,ProcessingState.RUNNING,21.19,950,0,23.00,0.00,0.00,1344,2451
2026-03-08T17:57:04+01:00,72.0,1500,0x0,ProcessingState.RUNNING,19.07,943,0,22.00,0.00,0.00,1343,2453
2026-03-08T17:57:15+01:00,73.0,1500,0x0,ProcessingState.RUNNING,18.29,969,0,21.00,0.00,0.00,1352,2444
2026-03-08T17:57:26+01:00,71.1,1500,0x0,ProcessingState.RUNNING,22.97,968,0,24.00,0.00,0.00,1347,2449
2026-03-08T17:57:36+01:00,72.5,1500,0x0,ProcessingState.RUNNING,19.17,965,0,26.00,0.00,0.00,1347,2448
2026-03-08T17:57:47+01:00,72.5,1500,0x0,ProcessingState.RUNNING,23.40,970,0,25.00,0.00,0.00,1350,2446
2026-03-08T17:57:58+01:00,72.0,1500,0x0,ProcessingState.RUNNING,66.32,975,0,23.00,0.00,0.00,1346,2449
2026-03-08T17:58:08+01:00,72.0,1500,0x0,ProcessingState.RUNNING,18.29,978,0,19.00,0.00,0.00,1351,2445
2026-03-08T17:58:19+01:00,72.5,1500,0x0,ProcessingState.RUNNING,20.50,980,0,23.00,0.00,0.00,1349,2447
2026-03-08T17:58:30+01:00,71.5,1500,0x0,ProcessingState.RUNNING,18.42,980,0,23.76,0.00,0.00,1344,2452
2026-03-08T17:58:40+01:00,72.0,1500,0x0,ProcessingState.RUNNING,18.77,984,0,23.00,0.00,0.00,1348,2448
2026-03-08T17:58:51+01:00,71.5,1500,0x0,ProcessingState.RUNNING,18.55,989,0,22.00,0.00,0.00,1347,2449
2026-03-08T17:59:02+01:00,71.1,1500,0x0,ProcessingState.RUNNING,23.51,984,0,19.00,0.00,0.00,1349,2446
2026-03-08T17:59:12+01:00,73.0,1500,0x0,ProcessingState.RUNNING,18.13,1000,0,23.00,0.00,0.00,1348,2448
2026-03-08T17:59:23+01:00,73.0,1500,0x0,ProcessingState.RUNNING,15.31,994,0,23.00,0.00,0.00,1348,2448
2026-03-08T17:59:34+01:00,74.0,1500,0x0,ProcessingState.RUNNING,15.89,1002,0,23.00,0.00,0.00,1351,2445
2026-03-08T17:59:44+01:00,72.0,1500,0x0,ProcessingState.RUNNING,22.32,1000,0,22.00,0.00,0.00,1343,2452
2026-03-08T17:59:55+01:00,73.0,1500,0x0,ProcessingState.RUNNING,19.29,1006,0,20.00,0.00,0.00,1347,2448
2026-03-08T18:00:06+01:00,72.0,1500,0x0,ProcessingState.RUNNING,14.95,1004,0,21.00,0.00,0.00,1345,2451
2026-03-08T18:00:16+01:00,73.5,1500,0x0,ProcessingState.RUNNING,15.38,1009,0,22.00,0.00,0.00,1343,2452
2026-03-08T18:00:27+01:00,73.0,1500,0x0,ProcessingState.RUNNING,17.22,1008,0,22.00,0.00,0.00,1350,2446
2026-03-08T18:00:37+01:00,74.0,1500,0x0,ProcessingState.RUNNING,22.88,1011,0,23.00,0.00,0.00,1350,2446
2026-03-08T18:00:48+01:00,71.5,1500,0x0,ProcessingState.RUNNING,21.05,1009,0,20.00,0.00,0.00,1344,2451
2026-03-08T18:00:59+01:00,72.0,1500,0x0,ProcessingState.RUNNING,16.62,1014,0,22.00,0.00,0.00,1350,2445
2026-03-08T18:01:09+01:00,73.5,1500,0x0,ProcessingState.RUNNING,24.07,1014,0,22.00,0.00,0.00,1349,2447
2026-03-08T18:01:20+01:00,72.0,1500,0x0,ProcessingState.RUNNING,31.96,1013,0,24.00,0.00,0.00,1344,2452
2026-03-08T18:01:31+01:00,72.5,1500,0x0,ProcessingState.RUNNING,14.49,1015,0,23.00,0.00,0.00,1351,2445
2026-03-08T18:01:41+01:00,73.5,1500,0x0,ProcessingState.RUNNING,16.98,1016,0,20.00,0.00,0.00,1344,2451
2026-03-08T18:01:52+01:00,72.5,1500,0x0,ProcessingState.RUNNING,16.03,1015,0,22.00,0.00,0.00,1341,2454
2026-03-08T18:02:03+01:00,74.0,1500,0x0,ProcessingState.RUNNING,17.40,1014,0,22.00,0.00,0.00,1347,2449
2026-03-08T18:02:13+01:00,72.0,1500,0x0,ProcessingState.RUNNING,17.26,1016,0,23.76,0.00,0.00,1346,2450
2026-03-08T18:02:24+01:00,74.0,1500,0x0,ProcessingState.RUNNING,18.92,1015,0,23.00,0.00,0.00,1349,2446
2026-03-08T18:02:35+01:00,72.5,1500,0x0,ProcessingState.RUNNING,18.39,1016,0,20.00,0.00,0.00,1346,2449
2026-03-08T18:02:45+01:00,73.0,1500,0x0,ProcessingState.RUNNING,16.64,1018,0,23.00,0.00,0.00,1348,2448
2026-03-08T18:02:56+01:00,72.0,1500,0x0,ProcessingState.RUNNING,18.01,1018,0,22.00,0.00,0.00,1343,2453
2026-03-08T18:03:06+01:00,73.0,1500,0x0,ProcessingState.RUNNING,16.68,1018,0,23.00,0.00,0.00,1347,2449
2026-03-08T18:03:17+01:00,74.5,1500,0x0,ProcessingState.RUNNING,13.99,1018,0,22.00,0.00,0.00,1347,2448
2026-03-08T18:03:28+01:00,73.0,1500,0x0,ProcessingState.RUNNING,24.21,1017,0,20.00,0.00,0.00,1341,2454
2026-03-08T18:03:38+01:00,71.5,1500,0x0,ProcessingState.RUNNING,17.37,1017,0,21.00,0.00,0.00,1351,2445
2026-03-08T18:03:49+01:00,73.0,1500,0x0,ProcessingState.RUNNING,21.32,1016,0,23.00,0.00,0.00,1347,2449
2026-03-08T18:04:00+01:00,73.0,1500,0x0,ProcessingState.RUNNING,18.43,1017,0,23.00,0.00,0.00,1346,2450
2026-03-08T18:04:10+01:00,73.5,1500,0x0,ProcessingState.RUNNING,16.72,1017,0,22.00,0.00,0.00,1346,2450
2026-03-08T18:04:21+01:00,72.0,1500,0x0,ProcessingState.RUNNING,18.23,1018,0,20.00,0.00,0.00,1344,2451
2026-03-08T18:04:32+01:00,72.0,1500,0x0,ProcessingState.RUNNING,16.04,1017,0,21.00,0.00,0.00,1350,2446
2026-03-08T18:04:42+01:00,73.5,1500,0x0,ProcessingState.RUNNING,18.44,1018,0,23.00,0.00,0.00,1345,2451
2026-03-08T18:04:53+01:00,72.5,1500,0x0,ProcessingState.RUNNING,15.95,1016,0,21.78,0.00,0.00,1348,2448
2026-03-08T18:05:04+01:00,72.0,1500,0x0,ProcessingState.RUNNING,22.30,1017,0,23.00,0.00,0.00,1348,2448
2026-03-08T18:05:14+01:00,72.5,1500,0x0,ProcessingState.RUNNING,18.48,1018,0,22.00,0.00,0.00,1351,2445
2026-03-08T18:05:25+01:00,72.0,1500,0x0,ProcessingState.RUNNING,16.65,1019,0,23.00,0.00,0.00,1353,2443
2026-03-08T18:05:36+01:00,72.0,1500,0x0,ProcessingState.RUNNING,17.69,1018,0,23.00,0.00,0.00,1349,2447
2026-03-08T18:05:46+01:00,73.0,1500,0x0,ProcessingState.RUNNING,26.80,1018,0,21.78,0.00,0.00,1346,2449
2026-03-08T18:05:57+01:00,73.0,1500,0x0,ProcessingState.RUNNING,18.67,1017,0,25.00,0.00,0.00,1349,2446
2026-03-08T18:06:08+01:00,73.0,1500,0x0,ProcessingState.RUNNING,17.05,1018,0,28.00,0.00,0.00,1352,2444
2026-03-08T18:06:18+01:00,73.0,1500,0x0,ProcessingState.RUNNING,18.68,1018,0,23.00,0.00,0.00,1344,2452
2026-03-08T18:06:29+01:00,74.5,1500,0x0,ProcessingState.RUNNING,15.67,1019,0,23.00,0.00,0.00,1351,2445
2026-03-08T18:06:40+01:00,73.5,1500,0x0,ProcessingState.RUNNING,17.42,1019,0,22.00,0.00,0.00,1346,2450
2026-03-08T18:06:50+01:00,72.0,1500,0x0,ProcessingState.RUNNING,14.79,1019,0,21.78,0.00,0.00,1344,2452
2026-03-08T18:07:01+01:00,71.5,900,0x0,ProcessingState.RUNNING,17.54,1018,0,19.00,0.00,0.00,1347,2448
2026-03-08T18:07:12+01:00,71.5,800,0x0,ProcessingState.RUNNING,21.23,1017,0,22.00,0.00,0.00,1345,2451
2026-03-08T18:07:22+01:00,74.0,1500,0x0,ProcessingState.RUNNING,18.59,1018,0,22.00,0.00,0.00,1346,2449
2026-03-08T18:07:33+01:00,72.5,1500,0x0,ProcessingState.RUNNING,17.67,1019,0,20.00,0.00,0.00,1353,2443
